maxtempC,mintempC,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindGustKmph,humidity,pressure,tempC,visibility,winddirDegree,windspeedKmph,PortlandRain,precipMM
21,21,11.6,5,69,6,17,17,7,53,1012,21,10,263,5,0,1
24,24,11.6,5,77,2,18,18,13,37,1010,24,10,318,9,1,0
23,23,11.6,5,84,3,16,17,15,42,1016,23,10,303,11,1,0
22,22,11.6,5,92,2,17,17,6,40,1022,22,10,226,4,1,0
27,27,11.6,6,99,-1,21,21,17,24,1018,27,10,189,10,0,0
29,29,11.6,6,100,-1,22,22,11,23,1014,29,10,170,7,0,0
0,0,11.6,2,85,-11,24,23,32,9,1003,0,10,0,15,1,0
23,23,11.6,3,78,-2,19,20,16,29,1006,23,10,271,10,0,0
18,18,8.9,3,70,3,12,13,12,54,1013,18,10,202,9,0,1
12,12,8.9,3,63,4,11,12,11,56,1012,12,8,334,7,1,1
16,16,8.8,3,55,5,11,12,12,65,1012,16,10,293,8,1,1
16,16,11.6,4,48,4,10,12,21,60,1013,16,10,307,15,1,1
19,19,11.6,4,40,5,14,14,11,58,1018,19,10,309,8,0,0
22,22,11.6,5,33,3,16,17,15,43,1014,22,10,149,9,0,0
20,20,11.6,5,25,6,16,16,16,55,1017,20,10,306,11,0,0
22,22,11.6,5,18,5,18,18,11,45,1019,22,10,311,8,1,0
20,20,11.6,5,10,-1,16,16,18,35,1017,20,10,306,12,0,0
23,23,11.6,5,2,0,17,17,14,33,1011,23,10,236,8,0,0
18,18,11.6,4,0,3,14,15,16,55,1009,18,9,317,11,0,1
12,12,11.6,3,0,-3,8,10,19,43,1003,12,10,304,13,0,0
8,8,11.6,2,0,-4,2,4,16,57,1008,8,10,289,11,1,0
11,11,10.2,2,5,-8,5,6,12,37,1014,11,10,222,7,1,0
11,11,11.6,3,12,-6,5,7,17,43,1018,11,10,309,11,0,0
11,11,11.6,3,19,-6,5,6,10,45,1020,11,10,164,6,0,0
15,15,10.2,3,27,-7,9,10,14,30,1015,15,10,186,8,0,0
11,11,8.7,2,34,-2,7,9,17,50,1017,11,9,294,13,0,1
13,13,11.6,3,41,-3,7,8,14,48,1025,13,10,236,9,1,0
15,15,11.6,3,48,-5,8,9,12,42,1028,15,10,148,7,1,0
17,17,11.6,4,56,-9,11,12,10,26,1020,17,10,188,5,0,0
17,17,10.2,3,63,-4,13,14,28,32,1009,17,10,246,16,0,0
6,6,11.6,2,70,-7,-1,4,32,50,1019,6,10,308,23,0,0
5,5,11.6,2,77,-10,-2,0,12,48,1031,5,10,290,7,1,0
11,11,11.6,3,85,-13,3,5,13,31,1027,11,10,161,8,0,0
13,13,11.5,3,92,-13,6,7,9,25,1018,13,10,212,5,0,0
16,16,11.5,4,99,-11,9,10,9,24,1012,16,10,188,5,0,0
15,15,11.5,4,100,-7,9,10,9,33,1014,15,10,232,6,0,0
19,19,11.4,4,86,-3,12,12,11,37,1019,19,10,142,6,0,0
23,23,10.1,4,79,-8,15,16,23,19,1013,23,10,156,13,0,0
13,13,5.3,3,72,-2,10,12,19,43,1007,13,10,225,12,0,1
11,11,6.9,2,64,-2,6,7,16,55,1014,11,9,279,11,1,1
9,9,6.8,2,57,-2,3,7,36,55,1011,9,8,244,22,1,1
8,8,10,1,50,-2,1,4,17,64,1019,8,9,236,11,1,1
10,10,10.5,3,43,0,4,6,14,70,1022,10,10,331,9,1,1
0,0,8.4,2,35,4,8,8,8,72,1024,0,10,0,4,1,0
12,12,10.4,3,28,-3,7,9,21,46,1026,12,10,329,13,0,0
11,11,10.4,3,21,-7,6,6,9,40,1030,11,10,227,5,0,0
17,17,10.4,4,13,-7,9,10,15,30,1023,17,10,158,8,0,0
8,8,10.3,3,6,-7,3,6,33,39,1018,8,10,321,22,0,0
5,5,10.3,2,0,-14,-1,2,13,33,1028,5,10,106,9,0,0
4,4,10,1,0,-14,-2,0,10,35,1022,4,10,171,5,0,0
-1,-1,8.4,1,1,-16,-7,-3,16,41,1029,-1,10,191,10,0,1
0,0,10.2,2,8,-19,-8,-4,14,32,1035,0,10,155,8,0,0
3,3,10.2,2,12,-17,-4,-2,12,30,1030,3,10,212,7,0,0
5,5,10.2,2,24,-15,-2,0,11,31,1032,5,10,161,7,0,0
8,8,10.1,2,31,-11,1,2,9,41,1028,8,10,179,5,0,0
9,9,10.1,2,39,-9,3,4,8,39,1020,9,10,227,4,0,0
12,12,10.1,3,46,-5,5,6,8,48,1020,12,10,231,4,0,0
14,14,10,2,54,-2,8,8,8,49,1020,14,10,205,4,0,0
13,13,10,3,61,-3,7,8,11,49,1020,13,10,314,6,0,0
12,12,10,3,69,-4,6,7,10,49,1025,12,10,180,5,0,0
14,14,10,3,76,-6,7,7,7,40,1025,14,10,186,4,0,0
13,13,10,3,84,-6,7,7,7,40,1022,13,10,225,4,0,0
13,13,9.9,3,91,-3,8,9,13,45,1020,13,10,315,7,0,0
10,10,9.9,3,99,-2,4,6,14,62,1027,10,10,159,8,0,0
11,11,9.9,2,100,-7,5,6,12,39,1022,11,10,178,6,0,0
11,11,9.9,3,86,-3,6,6,7,53,1019,11,10,227,4,0,0
12,12,9.8,2,78,-1,6,7,10,57,1019,12,10,154,5,1,0
12,12,9.8,3,71,-2,8,8,7,51,1018,12,10,211,4,0,0
9,9,9.8,3,63,-1,4,6,14,60,1025,9,10,308,8,0,0
12,12,9.8,3,56,-4,7,7,6,47,1024,12,10,162,3,1,0
15,15,9.8,3,48,0,8,9,13,57,1017,15,10,139,7,0,0
10,10,8.2,2,41,1,7,8,16,62,1007,10,10,261,8,0,1
8,8,9.7,2,33,-2,1,4,17,67,1011,8,10,309,10,1,0
5,5,9.7,1,26,-4,0,1,5,68,1016,5,10,222,3,1,0
7,7,9.7,2,18,-7,2,2,7,53,1022,7,10,241,4,0,0
8,8,9.6,2,10,-6,2,3,8,55,1026,8,10,146,4,0,0
7,7,6.5,1,3,-5,3,4,12,54,1021,7,10,239,6,0,0
2,2,8.2,1,0,-7,-4,-1,19,64,1017,2,9,319,11,0,1
0,0,9.6,2,0,-9,-6,-3,17,64,1014,0,10,225,9,0,0
4,4,6.5,1,0,-6,-3,1,26,61,999,4,9,112,16,1,1
0,0,9.6,2,4,-6,-3,-2,5,75,1007,0,10,200,3,0,1
-3,-3,6.5,1,12,-6,-8,-4,15,85,1007,-3,6,306,10,0,1
-1,-1,9.5,2,20,-8,-7,-5,9,82,1023,-1,9,148,5,0,1
-3,-3,4.8,1,26,-7,-9,-4,19,81,1024,-3,5,156,11,0,1
1,1,4.8,1,33,0,-1,0,7,98,1024,1,3,178,5,0,1
2,2,6.3,1,41,0,0,1,7,96,1026,2,4,154,4,0,0
4,4,8.7,1,48,0,0,1,9,88,1019,4,9,159,5,0,0
2,2,5.2,1,55,-1,-1,0,10,90,1021,2,7,129,5,0,0
5,5,5.2,1,62,-3,-2,0,12,77,1025,5,10,139,7,0,0
6,6,5.2,1,70,0,0,3,23,80,1017,6,8,125,13,0,1
6,6,3.4,1,77,2,2,4,16,85,1014,6,7,282,9,0,1
3,3,8.7,2,84,-3,-2,1,12,78,1024,3,9,324,8,1,1
4,4,8.7,2,92,-6,-2,0,12,63,1026,4,10,126,6,0,0
3,3,5.2,1,99,-1,-1,1,16,82,1022,3,9,114,9,0,1
7,7,3.4,1,100,2,2,4,15,87,1018,7,9,232,10,1,1
2,2,3.4,1,87,0,0,2,12,86,1022,2,8,147,7,1,1
2,2,6.9,1,79,-2,-2,0,13,84,1016,2,6,311,9,1,1
0,0,8.7,2,72,-7,-3,-3,1,73,1027,0,10,0,0,1,0
-1,-1,8.7,2,65,-8,-4,-3,5,72,1034,-1,10,169,3,0,1
-2,-2,6.9,1,58,-12,-9,-4,22,56,1036,-2,10,152,13,0,0
-3,-3,8.7,2,50,-12,-8,-5,14,55,1025,-3,10,153,9,0,0
1,1,5.1,1,43,-6,-4,-1,23,65,1022,1,8,129,13,0,1
6,6,6.9,1,36,-2,-1,3,33,69,1025,6,9,134,17,1,1
6,6,3.4,1,28,-4,0,4,37,57,1020,6,10,145,18,1,0
8,8,8.7,1,21,-4,1,4,24,55,1012,8,10,138,12,1,0
5,5,8.7,2,14,-4,2,3,12,58,1013,5,10,222,6,1,0
2,2,6.9,1,7,-1,-1,0,9,89,1011,2,5,295,5,1,1
-1,-1,8.7,2,0,-7,-4,-3,8,74,1015,-1,9,195,4,1,1
-2,-2,6.9,1,0,-6,-5,-3,7,82,1024,-2,8,144,4,0,1
-3,-3,8.7,1,0,-8,-6,-4,8,79,1025,-3,10,217,5,0,0
-2,-2,8.7,2,8,-8,-6,-4,7,75,1027,-2,10,218,4,0,0
-3,-3,3.4,1,15,-7,-8,-4,14,80,1023,-3,7,160,9,0,1
-3,-3,3.4,1,22,-6,-6,-4,9,85,1028,-3,6,190,6,0,1
-1,-1,3.4,1,26,-5,-6,-3,13,83,1027,-1,6,143,8,0,1
5,5,3.4,1,37,0,-2,2,28,84,1012,5,7,279,16,0,1
3,3,6.9,1,44,-3,-1,1,13,76,1019,3,10,310,8,1,1
5,5,8.7,2,51,-2,0,3,15,72,1026,5,10,113,8,1,0
4,4,5.2,1,59,-6,-1,2,28,56,1027,4,10,261,15,0,1
1,1,3.4,1,66,-5,-3,-1,12,73,1032,1,6,181,7,0,1
0,0,5.2,1,73,-3,-3,-1,15,84,1034,0,7,99,8,1,1
5,5,6.9,1,80,-2,-1,2,22,74,1024,5,9,130,11,1,1
3,3,3.4,1,88,-2,-1,2,22,76,1013,3,9,239,12,1,1
0,0,6.9,1,95,-5,-5,-1,18,79,1017,0,8,309,11,1,1
-1,-1,5.2,1,100,-8,-8,-4,22,73,1027,-1,9,119,12,1,1
0,0,5.2,1,100,-4,-7,-2,24,88,1017,0,4,201,15,0,1
1,1,3.4,1,83,-2,-4,-1,16,91,1015,1,4,136,12,1,1
-1,-1,3.4,1,76,-6,-8,-3,22,84,1015,-1,5,201,12,1,1
-2,-2,3.4,1,69,-5,-6,-3,14,89,1014,-2,4,225,8,1,1
-2,-2,6.9,1,61,-10,-11,-6,26,74,1025,-2,9,116,13,1,1
2,2,5.2,1,54,-3,-4,0,23,83,1011,2,9,130,12,1,1
-2,-2,8.7,2,47,-6,-7,-3,18,80,1021,-2,7,269,10,1,1
0,0,7,1,40,-6,-5,-2,15,78,1033,0,10,137,8,1,0
1,1,8.7,2,32,-5,-4,-2,11,77,1035,1,10,157,7,1,0
1,1,3.5,1,25,-4,-4,-1,12,77,1025,1,10,193,7,1,1
3,3,3.5,1,18,-2,-1,1,15,80,1017,3,8,122,8,0,1
2,2,5.2,1,11,-1,-1,1,8,89,1023,2,8,110,5,0,1
7,7,5.2,1,3,3,2,4,12,90,1025,7,7,106,8,1,1
5,5,3.5,1,0,2,1,3,14,91,1020,5,7,175,8,1,1
3,3,5.2,1,0,0,0,2,14,83,1023,3,9,110,8,1,0
4,4,3.5,1,4,1,0,2,17,91,1019,4,8,181,9,1,1
4,4,5.3,1,11,-1,0,2,12,83,1025,4,8,162,6,1,1
5,5,3.5,1,18,0,0,3,18,82,1022,5,8,173,11,1,1
3,3,8.7,2,26,-2,0,1,8,81,1027,3,10,191,5,1,1
4,4,7,1,33,0,0,2,10,89,1028,4,7,242,6,1,1
6,6,7,1,37,0,1,4,17,76,1030,6,10,119,10,1,1
8,8,8.7,3,49,0,2,5,24,71,1026,8,10,125,12,1,0
3,3,5.3,1,57,-4,-4,1,30,72,1016,3,8,309,19,0,1
0,0,10,2,64,-14,-10,-3,40,44,1020,0,10,325,29,1,0
-3,-3,10.4,2,72,-12,-8,-4,13,53,1030,-3,10,323,9,1,0
-2,-2,5.2,1,79,-4,-5,-3,8,89,1022,-2,4,178,5,1,1
2,2,6.8,1,87,2,-1,2,21,98,1015,2,8,286,10,1,1
9,9,6.8,2,95,3,2,5,24,85,1017,9,8,300,15,1,1
4,4,6.8,1,100,-2,-1,3,23,70,1017,4,10,298,17,1,1
3,3,10.6,2,100,-5,-3,-1,12,69,1028,3,10,239,9,1,0
4,4,10.6,2,83,-6,-2,0,13,63,1028,4,10,326,8,1,0
3,3,10.6,2,75,-7,-3,0,12,58,1026,3,10,109,7,0,0
4,4,10.6,2,68,-4,-2,1,15,70,1024,4,10,322,10,0,0
7,7,10.7,2,60,-4,0,3,16,59,1020,7,10,128,10,0,0
4,4,10.7,2,53,-6,-1,2,22,57,1020,4,10,310,13,0,1
4,4,5.4,1,45,-4,0,1,10,66,1023,4,9,139,6,1,1
5,5,5.4,1,38,0,-1,3,23,85,1018,5,6,269,15,0,1
2,2,6.9,1,30,-6,-3,0,12,63,1027,2,9,258,9,1,1
1,1,10.8,2,22,-10,-5,-2,10,54,1031,1,10,171,7,1,0
0,0,10.8,2,15,-11,-6,-3,14,54,1034,0,10,134,9,0,0
2,2,10.1,1,7,-12,-5,-2,13,47,1036,2,10,142,9,0,0
2,2,10.9,2,0,-12,-3,-1,10,45,1030,2,10,148,6,0,0
5,5,10.9,2,0,-8,-1,1,8,51,1024,5,10,208,4,0,0
7,7,10.1,1,0,-4,1,4,23,61,1020,7,10,171,13,0,1
2,2,11,2,0,-7,-4,0,23,59,1031,2,10,316,15,0,1
3,3,11,2,8,-8,-2,0,10,56,1037,3,10,130,7,1,0
4,4,11,2,15,-8,-1,1,10,49,1032,4,10,220,6,0,0
8,8,11.1,2,23,-3,3,3,7,64,1031,8,10,182,4,0,0
9,9,8.6,2,30,-3,3,5,22,55,1025,9,10,144,12,0,0
6,6,8.6,2,38,-4,2,5,19,52,1016,6,10,283,12,0,0
6,6,11.2,2,44,-7,-1,2,19,53,1020,6,10,336,14,1,0
5,5,11.2,2,51,-6,-1,2,14,58,1024,5,10,325,10,1,0
9,9,11.2,3,58,0,5,6,10,69,1022,9,10,180,6,0,0
11,11,11.2,3,65,-2,5,7,19,57,1021,11,10,175,10,0,0
14,14,11.3,3,73,-2,5,8,24,53,1022,14,10,126,13,0,0
14,14,11.3,4,80,0,7,10,30,50,1014,14,10,140,16,0,0
11,11,5.7,2,87,1,7,9,21,57,1007,11,9,173,12,0,1
7,7,10.1,1,95,-2,3,4,8,68,1015,7,10,205,5,1,1
6,6,5.7,1,100,-1,3,5,10,69,1019,6,8,247,6,1,1
9,9,11.4,2,100,-3,3,5,11,59,1025,9,10,120,6,0,0
12,12,11.4,3,84,-2,5,7,22,53,1018,12,10,214,12,0,0
7,7,11.5,2,76,-5,1,4,20,52,1021,7,10,309,13,0,0
10,10,11.6,2,69,-6,3,5,16,47,1011,10,10,133,11,0,0
8,8,6,2,62,-2,3,5,17,62,1007,8,8,116,11,0,1
7,7,6,1,55,3,3,5,12,83,1013,7,8,252,9,1,1
12,12,10.2,2,47,2,6,7,7,68,1015,12,10,162,5,1,1
11,11,6,2,40,3,7,7,8,72,1008,11,8,226,5,0,1
10,10,8.8,2,33,1,5,7,11,69,1010,10,10,329,8,0,1
10,10,11.6,3,25,-1,4,5,9,63,1015,10,10,239,6,0,0
11,11,11.6,3,18,-1,5,7,13,56,1021,11,10,219,8,0,0
13,13,11.6,3,11,1,7,8,10,61,1021,13,10,243,7,0,1
11,11,11.6,3,4,-4,7,7,9,46,1018,11,10,244,5,0,0
12,12,9,2,0,-4,6,8,24,44,1011,12,10,197,15,0,1
7,7,6.3,2,0,-1,3,5,12,64,1014,7,9,241,9,0,1
6,6,6.3,1,3,-5,1,4,14,59,1014,6,8,272,11,1,1
6,6,11.6,2,11,-7,-1,2,14,51,1016,6,10,302,11,1,0
6,6,11.6,2,18,-6,1,3,15,52,1014,6,10,307,10,1,0
10,10,11.6,3,25,-3,5,5,7,57,1018,10,10,236,5,0,0
9,9,6.4,2,32,-1,4,6,13,60,1015,9,9,166,8,0,1
8,8,9,2,40,2,4,7,20,73,1016,8,9,169,13,1,1
8,8,6.4,2,44,1,3,6,25,72,1014,8,8,247,18,1,1
6,6,10.3,1,56,-5,1,3,14,55,1017,6,10,303,10,1,1
5,5,11.6,2,64,-8,0,3,12,49,1021,5,10,293,9,1,0
10,10,11.6,3,71,-8,2,5,15,39,1018,10,10,188,11,1,0
10,10,7.8,2,79,-6,4,6,17,44,1009,10,9,146,11,1,1
13,13,6.5,2,87,2,5,8,18,70,1003,13,10,133,13,0,1
14,14,9.1,2,94,4,9,9,10,71,1006,14,10,226,8,1,1
16,16,11.6,4,100,3,10,11,9,61,1015,16,10,277,6,0,0
16,16,11.6,4,100,2,11,11,11,55,1020,16,10,305,7,0,0
16,16,11.6,4,83,0,10,11,9,47,1016,16,10,277,5,0,0
19,19,11.6,4,76,4,13,14,13,52,1012,19,10,251,8,0,0
15,15,11.6,4,68,2,10,11,29,56,1010,15,10,311,22,0,0
10,10,11.6,3,61,-7,2,5,22,43,1020,10,10,309,17,0,0
7,7,11.6,2,53,-9,0,3,18,42,1025,7,10,312,12,0,0
11,11,11.6,3,46,-7,4,5,9,40,1024,11,10,245,7,0,0
12,12,9.1,2,38,-1,6,8,27,54,1017,12,10,313,19,0,1
11,11,10.4,2,30,-4,5,6,11,52,1022,11,10,206,8,0,1
12,12,11.6,3,23,-6,6,7,14,38,1019,12,10,152,9,0,0
15,15,10.4,3,15,-4,9,10,17,39,1011,15,10,225,10,0,0
14,14,10.4,3,8,2,9,10,14,57,1013,14,10,308,10,0,1
16,16,11.6,4,0,1,11,12,13,50,1015,16,10,226,8,0,0
19,19,11.6,4,0,4,13,14,18,53,1017,19,10,309,13,0,0
18,18,11.6,4,0,5,11,12,12,63,1019,18,10,297,8,0,1
13,13,9.3,3,0,5,9,11,26,69,1019,13,10,307,19,0,1
12,12,8.1,2,7,3,8,9,9,64,1022,12,10,237,7,1,1
17,17,11.6,4,15,4,11,12,12,56,1019,17,10,137,8,0,0
17,17,11.6,4,22,5,13,14,12,61,1016,17,9,228,8,1,1
15,15,9.3,3,30,3,13,13,18,50,1017,15,10,316,12,1,1
18,18,11.6,4,37,4,13,14,10,54,1022,18,10,302,7,0,1
24,24,10.5,4,45,4,17,17,21,43,1017,24,10,141,13,1,1
17,17,8.2,4,52,9,14,15,20,73,1012,17,9,294,13,0,1
18,18,11.6,4,58,3,12,13,9,56,1016,18,10,292,6,0,0
20,20,11.6,5,65,2,14,15,23,42,1013,20,10,173,15,0,1
12,12,11.6,3,72,0,8,10,21,52,1018,12,10,307,17,0,1
15,15,11.6,4,80,-4,9,10,8,38,1023,15,10,172,4,1,0
22,22,11.6,5,87,-3,15,16,23,29,1020,22,10,135,14,1,0
16,16,11.6,4,94,0,13,14,27,39,1019,16,10,311,20,0,0
14,14,11.6,3,100,-3,7,9,13,43,1027,14,10,302,9,0,0
18,18,11.6,4,100,1,12,13,14,47,1021,18,10,223,9,1,0
24,24,11.6,5,84,0,16,16,13,35,1019,24,10,164,8,0,0
24,24,10.5,4,77,1,18,18,10,32,1012,24,10,190,6,0,0
22,22,9.4,4,70,4,18,18,11,41,1005,22,10,223,7,0,1
16,16,9.2,3,62,3,13,14,25,49,1006,16,9,221,19,1,1
11,11,9.3,2,55,3,8,9,10,65,1011,11,9,259,7,1,1
13,13,9.3,3,48,4,10,11,11,63,1014,13,10,195,7,0,1
15,15,14.5,4,40,3,9,11,14,63,1016,15,10,303,11,1,1
19,19,14.5,4,33,3,13,14,19,47,1010,19,10,128,12,1,0
17,17,10.3,3,26,8,13,14,19,68,1006,17,10,248,13,0,1
12,12,10.4,2,19,8,8,10,14,81,1007,12,8,257,10,1,1
12,12,10.4,3,11,6,9,10,12,71,1010,12,9,319,8,1,1
8,8,9.3,2,4,6,4,7,20,92,1012,8,7,240,14,1,1
11,11,11.4,2,0,3,7,8,12,73,1014,11,9,278,9,0,1
11,11,12.4,2,0,1,6,8,18,63,1013,11,10,306,13,0,1
14,14,14.5,3,3,2,7,9,21,62,1015,14,10,305,15,1,0
19,19,14.5,4,10,3,12,13,12,55,1018,19,10,303,9,1,0
21,21,14.5,5,17,4,15,16,9,45,1016,21,10,228,6,0,0
21,21,13.5,4,25,11,16,17,12,67,1015,21,9,306,9,0,1
23,23,14.5,5,32,7,19,19,12,49,1016,23,10,304,8,0,0
27,27,13.5,6,39,4,20,21,9,35,1016,27,10,144,6,0,1
29,29,14.5,7,47,9,24,24,13,40,1012,29,10,251,8,0,1
33,33,12.5,6,54,7,26,26,27,31,1005,33,10,148,15,0,1
19,19,13.5,4,58,8,16,17,16,56,1012,19,9,297,12,0,1
19,19,14.5,5,71,7,17,17,14,51,1014,19,10,304,10,1,0
23,23,14.5,5,79,7,19,19,9,47,1019,23,10,308,6,0,0
24,24,14.5,6,86,7,21,22,12,42,1015,24,10,304,8,0,0
21,21,14.5,5,94,5,18,19,15,44,1012,21,10,314,10,0,0
30,30,14.5,6,100,4,22,22,19,32,1004,30,10,168,12,0,1
15,15,10.5,3,100,8,13,14,15,69,1002,15,8,317,12,0,1
10,10,9.5,2,84,3,6,8,23,69,1008,10,9,299,18,0,1
13,13,13.5,2,76,2,7,9,20,60,1018,13,10,307,16,1,1
14,14,11.5,3,69,1,10,11,12,46,1022,14,10,122,7,1,1
23,23,14.5,5,61,7,17,18,8,53,1020,23,10,237,5,0,1
29,29,14.5,6,54,5,23,23,19,32,1016,29,10,197,11,1,0
28,28,14.5,6,46,6,23,23,14,34,1009,28,10,231,8,0,0
13,13,9.5,3,38,8,11,13,14,73,1008,13,8,210,10,0,1
13,13,10.5,3,31,4,10,11,15,63,1014,13,10,286,10,1,1
15,15,13.5,3,23,4,11,12,20,58,1014,15,9,264,12,1,1
15,15,10.5,3,16,7,11,12,15,71,1012,15,9,295,12,1,1
15,15,12.5,3,8,6,9,11,22,70,1018,15,9,318,17,1,1
20,20,14.5,5,1,7,15,15,13,57,1021,20,10,243,9,1,0
22,22,14.5,5,0,6,17,18,11,48,1016,22,10,235,7,0,0
26,26,13.5,6,0,7,21,22,12,40,1013,26,10,261,7,0,1
23,23,14.5,5,0,10,19,20,16,53,1014,23,10,306,12,0,1
25,25,14.5,6,7,7,19,20,14,45,1017,25,10,300,10,1,0
28,28,14.5,6,14,8,23,23,9,42,1015,28,10,291,6,0,0
32,32,11.5,6,22,9,25,25,15,36,1009,32,10,220,10,0,1
26,26,14.5,6,29,10,21,22,18,50,1011,26,10,297,12,0,1
28,28,14.5,6,37,11,24,24,10,46,1013,28,10,268,6,0,0
28,28,14.5,6,44,9,25,25,15,39,1007,28,10,296,11,0,0
16,16,11.5,3,52,3,14,15,22,45,1003,16,10,293,17,0,1
10,10,10.5,2,59,7,7,9,14,83,1008,10,8,246,11,0,1
18,18,12.5,3,67,7,13,14,9,64,1012,18,10,266,7,1,1
19,19,14.5,4,72,3,14,15,14,45,1010,19,10,278,10,0,0
22,22,14.5,5,79,1,17,17,8,36,1012,22,10,279,5,0,0
29,29,13.5,5,86,3,22,22,16,28,1013,29,10,204,10,0,0
26,26,14.5,6,94,6,21,22,12,36,1015,26,10,286,8,0,0
26,26,14.5,6,100,6,20,21,12,39,1015,26,10,301,8,0,0
28,28,14.5,6,100,3,22,22,10,30,1011,28,10,274,6,0,0
22,22,14.5,5,85,4,19,20,14,38,1010,22,10,294,10,0,0
21,21,14.5,5,77,4,16,17,16,44,1014,21,10,303,11,0,0
27,27,14.5,6,70,3,21,21,8,32,1011,27,10,237,5,1,0
27,27,14.5,6,63,6,22,22,15,36,1015,27,10,317,10,0,0
33,33,14.5,7,55,1,24,24,15,21,1016,33,10,199,9,0,0
28,28,14.5,6,48,5,22,22,14,33,1013,28,10,311,10,0,0
26,26,14.5,6,41,4,20,20,20,38,1013,26,10,304,14,0,0
25,25,14.5,5,34,0,19,19,17,29,1015,25,10,303,11,0,0
27,27,14.5,6,26,1,21,21,14,29,1015,27,10,295,9,0,0
29,29,14.5,6,19,3,23,23,9,28,1013,29,10,295,6,0,0
30,30,14.5,7,12,5,25,25,19,27,1011,30,10,277,12,0,0
28,28,14.5,6,5,4,22,22,18,35,1015,28,10,302,12,0,0
29,29,14.5,6,0,4,23,23,13,29,1014,29,10,303,9,0,0
31,31,14.5,7,0,5,24,24,13,31,1014,31,10,302,9,0,0
34,34,14.5,7,2,6,26,26,11,30,1010,34,10,297,8,0,0
32,32,13.5,7,10,6,28,28,24,26,1007,32,10,158,17,0,1
32,32,11.4,6,17,12,26,26,16,49,1009,32,10,224,12,0,1
30,30,14.5,6,24,9,24,24,11,44,1011,30,10,248,8,0,0
28,28,14.5,6,32,2,22,22,16,28,1013,28,10,301,11,0,0
30,30,14.5,6,39,1,23,23,11,25,1016,30,10,295,7,0,0
33,33,14.5,7,46,2,25,25,11,21,1013,33,10,236,7,0,0
33,33,13.5,7,53,7,27,27,11,29,1011,33,10,260,7,0,1
32,32,14.5,7,61,9,27,27,12,36,1013,32,10,212,7,0,1
36,36,14.5,7,68,5,28,28,10,22,1014,36,10,188,6,0,0
37,37,14.5,8,72,2,29,29,13,17,1012,37,10,224,8,0,0
35,35,14.5,7,82,3,27,27,12,20,1013,35,10,282,8,0,0
35,35,14.5,7,90,3,28,28,14,22,1012,35,10,291,9,0,0
30,30,14.5,7,97,5,24,24,23,30,1014,30,10,306,16,0,0
31,31,14.5,6,100,3,24,24,13,29,1015,31,10,300,9,0,0
34,34,14.5,7,88,1,26,26,9,20,1009,34,10,302,6,0,0
30,30,14.5,7,81,7,25,25,21,36,1007,30,10,276,15,0,1
24,24,11.6,5,74,2,18,18,20,41,1014,24,10,307,14,0,0
28,28,11.6,6,67,0,21,21,11,26,1015,28,10,299,8,1,0
28,28,11.6,6,59,4,22,22,16,32,1016,28,10,301,11,0,0
28,28,11.6,6,52,3,21,21,16,34,1015,28,10,300,10,0,0
32,32,11.6,7,45,1,24,24,9,22,1010,32,10,191,6,0,0
29,29,11.6,6,38,1,23,23,16,24,1010,29,10,294,11,0,0
28,28,11.6,6,30,2,21,21,12,29,1014,28,10,298,8,0,0
28,28,11.6,6,23,-2,21,21,14,22,1017,28,10,301,9,0,0
35,35,11.6,7,16,-1,25,25,10,19,1017,35,10,241,6,0,0
38,38,10.4,7,8,2,30,30,13,18,1017,38,10,141,8,0,1
36,36,11.6,8,1,7,30,30,10,29,1019,36,10,241,7,0,0
36,36,11.6,8,0,8,28,28,11,29,1017,36,10,306,7,0,1
34,34,9.3,6,0,9,28,28,10,32,1012,34,10,218,6,0,1
30,30,11.6,7,6,4,25,25,13,27,1010,30,10,287,9,0,0
34,34,11.6,7,13,0,27,27,19,18,1009,34,10,193,12,0,0
32,32,11.6,7,20,7,25,25,16,32,1012,32,10,301,11,0,0
35,35,11.6,7,28,4,28,28,13,25,1011,35,10,190,8,0,0
32,32,11.6,7,35,2,27,27,17,20,1010,32,10,262,10,0,0
33,33,9.1,6,42,6,27,27,15,28,1010,33,10,209,10,0,1
31,31,11.6,7,50,8,25,25,11,38,1009,31,10,296,7,0,1
30,30,11.6,6,57,8,24,24,15,40,1009,30,10,304,10,0,1
30,30,11.6,6,64,0,24,24,12,23,1013,30,10,295,7,0,0
32,32,11.6,7,71,0,24,24,18,21,1010,32,10,216,11,0,0
23,23,11.6,5,79,-5,17,18,25,22,1012,23,10,304,17,0,0
20,20,11.6,5,82,-2,15,16,21,29,1013,20,10,311,14,0,0
24,24,11.6,5,97,3,16,17,10,42,1018,24,10,223,6,0,0
32,32,11.6,7,100,5,25,25,14,33,1015,32,10,236,9,0,0
32,32,11.6,7,88,1,25,25,11,23,1016,32,10,299,8,0,0
34,34,11.6,7,81,-1,26,26,11,19,1016,34,10,158,7,0,0
36,36,11.6,8,73,-3,28,28,22,12,1016,36,10,224,13,0,0
33,33,11.6,7,66,-3,25,25,14,18,1018,33,10,311,10,0,0
29,29,11.6,6,58,-2,22,22,30,21,1013,29,10,314,21,0,0
17,17,11.6,4,50,-9,10,11,14,26,1024,17,10,220,10,0,0
